Net Collections Amount
675875605.1
151983463.84
730.0
968150.18
160.39
10995024645.06
70157717.08
40000.55
13866.3
34566.18
414664080.71
1476924456.98
2750519547.96
1125.0
36067.46
70488385.67
119712.07
-31730212.79
368719017.16
95615130.2
15555956.8
42121188.06
49909389.66
241262.5
678237110.8
13569312.67
66941513.88
341276.0
27687330.24
6025973385.45
250880.77
41349909.82
227424442.6
75038.08
112251276.3
1589006258.55
54230.91
195921889.4
100225329.44
1117673579.94
86660820.62
71139520.35
2771680104.83
1591430.97
187088746.42
5070245987.87
64752562.28
70523928.3
9365.23
266344367.71
108651.77
10966231380.67
42939532.85
893236595.5
73024239.73
527141.04
12014496.07
55468257.31
523523234.26
1286023707.74
653863.49
9756.22
114302380.64
956069619.24
80414.0
47996950.86
59685.62
259141.57
996992506.02
46666.76
649770410.84
41993973.5
668948817.72
61398103.11
11739843.43
835535.62
219707.95
611928.19
700801081.45
849730150.02
301132381.76
617077.53
3841432.18
389329289.47
80765.91
13980342.77
1459067884.47
7005.0
655867.65
2302.35
97594393.98
1452250567.2
17941.84
235310.51
4499825.37
73254355.58
785212448.96
91313670.81
37580.0
61182987.6
4192853408.18
904807380.79
25003164.43
104471464.63
85879706.68
17080924.85
233149456.99
8895.14
27049554.5
463170637.68
5710075.95
162.04
147504941.18
392116.87
53169.95
326345.73
493301646.32
60150583.57
304154.02
360220381.08
67369865.17
-635.95
219165438.66
13749.94
7963541737.11
381630.98
34553599.11
482507320.01
919641901.04
1043274048.89
251273733.96
45143553.32
39168.46
67878504.79
64672871.11
106111630.19
102596.97
96888.68
79487.57
1769627.83
406398.99
182773.96
701360311.25
4771.69
41444394.47
142365.0
977618624.93
14365115.67
34328216.81
7985457213.63
2451.82
1389348275.13
7726832.75
398960533.89
1122287476.59
43477555.75
2200.0
283124487.03
161758.67
20879762148.26
10636509.51
609481110.07
343.7
99933.28
2730.05
647164468.22
94477207.92
780033228.9
11287105.55
210838.0
7708859.49
19234.05
20876858.24
244131.38
2507648862.79
10352332221.68
39617480.11
23610285.99
24542977.32
15615408.69
662733229.78
5220697524.62
224854718.75
44694.94
1548766349.23
1504713055.68
32595815.32
350992980.01
51614494.62
21192270.4
2914034.89
8221.31
337990015.59
169450.32
13040.0
142257.61
6493230.04
44711374.41
108548.11
1993.06
3924147.6
67405185.55
1342009991.77
14710854.31
1052874897.83
873464416.25
391569383.38
37449.92
102378706.21
156647.6
331271649.48
25931549.27
7800547.22
1619716589.79
6032739595.62
50.0
67564.33
1537647587.69
19946994.22
74784913.76
5706013514.4
329941.69
1028459358.37
955241.99
68380523.53
59734104.13
3104131.34
161422115.58
644704481.15
196870978.36
28588039.8
1741535944.69
87090.42
5938345.25
350.0
17310.14
1999.55
665594870.55
111902182.36
2105593482.61
91108445.35
705.0
13733635.02
3270.0
8301.59
63025.62
118087.0
5600.37
479109922.47
10850908.76
626540784.98
32740.73
80840.0
5832926.43
402494045.66
65133.46
494355553.21
11098197.67
6129839394.54
36889565092.29
111169244.36
75980.03
70811004.18
102381721.85
1400262709.47
6737781.24
1281615034.48
36533.91
794417.45
3858654887.18
131437730.37
1293847.51
1460866047.71
5839003285.03
604330317.86
295547351.42
10883872529.33
9876184142.64
13010032.41
1480283743.31
25114272.14
78045.0
2807967.53
458213736.44
1125.59
690.38
1758648917.04
41123.02
63606.06
77104.67
450959262.84
111001957.37
13302530.87
137667143.47
338045.18
1488827923.57
259780802.75
6107123730.13
12701980.42
1436.82
517893051.8
207163.26
467684.56
211009255.88
1820.0
7741604636.61
84162971.67
92931425.04
384543612.72
96412636.41
17756.0
21457.21
13892241.72
157187.27
18185476.03
520.6
7789660.35
18923135.82
15112583.85
17584269.51
24667760531.25
215856650.47
312440.84
2010853440.13
961952101.19
252841.41
10354750097.61
2984245613.19
781911680.66
148064527.38
5516.83
35421238.24
5305585.5
1639671980.12
10072.68
54515.78
207719.0
1791538.92
21493085.42
647955.0
56716.55
155079.85
2909689197.25
16868446.64
39080.0
575610758.85
9588612802.5
1867986017.86
39032.46
6637424095.69
36470.34
115328165.33
6154.92
3021875890.38
333287732.85
150.0
4991996.3
1010.0
1703618871.02
7858201.71
321498987.85
22004.46
1378776425.1
123547451.44
271201343.84
69228.0
2587581248.05
163373291.64
19715028.93
225554.11
337218437.99
1510464828.35
6608.0
107897548.26
311938.0
61219176.78
144190889.77
225210547.96
5222654.5
545558.99
4047.88
66622878.83
84.0
26574085.26
39343.66
40559948.3
29323429.15
983660498.96
8646077807.72
40018.79
63079.25
34519483.62
144880.93
70797744.07
1149912.24
804886150.92
1344333067.41
5962059.29
1113550.56
569371.63
60528835.36
8108203.55
186227318.38
155975512.24
687508662.57
8364074912.37
189339.19
135626.09
1237703085.55
9004776.43
72232794.08
9850731.78
26198872.16
11139433325.22
18036589.0
106293.97
822901.07
270855.03
1109874887.46
34782972.47
-3383834.16
181876915.36
2485194069.93
219910104.22
6320.0
8069111858.3
35211570.96
1110437214.85
876159562.8
66786108.68
208268976.74
87718471.05
40.5
3381.83
478321.08
31245331.3
102038.44
85100.29
548629769.04
5694199683.49
1559541519.48
1910588285.41
15777536.91
336333076.32
50127533.58
22315.0
444867.21
545915.82
399569946.7
8140.6
255064637.33
2739679.63
2544517099.01
75772385.13
7046806396.4
65527.94
9958271.88
300852.46
1556661873.96
100755.93
207610427.66
163852595.05
1545.0
230222882.68
13147605.17
1033699.73
6100.4
47500.0
828.54
260732289.57
39275884.67
127743892.63
171900882.7
1949.1
9694069.36
483592854.02
103063.57
1438748936.54
15375880.71
285303737.96
251953520.11
215771098.33
55686125.86
1276792845.54
199431.0
5493147876.63
6867413.99
56496785.45
1188929.1
198510.66
658.19
21667.21
138677.0
600398694.21
1569705330.23
59486.89
33482032.93
1078278111.92
24.29
11374.91
618360979.89
61068181.66
542307296.71
83622460.19
82258488.27
2541376551.82
1215.1
77658352.15
67037162.9
5497254457.58
25724935.15
9385394.8
1421117.54
8217190504.52
93397326.83
1683334.52
11156620511.68
-411.5
358264.0
1631.9
2031.0
65910.0
91941.0
1328054735.39
4634742.27
168583378.09
2353102.65
517.5
191819.58
3360.84
200373588.83
1832946737.04
69396689.77
4088007562.77
51904165.06
828052492.94
213230967.0
69361336.48
5971.19
31398542.71
279049971.76
1836.27
13084097.68
972208009.64
1005754.47
34280245.35
74041602.56
10317445.77
176282970.64
1248004.1
91733914.49
298221404.11
347894.53
283414512.58
198389440.97
10424377251.75
21080.0
24506769.7
8317368.35
57046134.67
173055.9
-3600.0
172853.23
1468365156.72
39175.0
868516.81
117416882.7
1375776447.0
100265.13
5696726630.28
4243.67
230389547.09
72051258.27
25973.91
73556.3
53822720.79
57372237.99
2204004216.7
3910390.47
4817785125.23
1736.6
11516832637.89
23850.0
9527100.52
71129.95
97973315.6
13111348.27
17078209.64
4987540555.22
630176408.56
14351892.26
7182648746.04
30300716.88
20252.48
188647051.88
24025441143.02
2838890606.5
18457384.38
105976479.08
20704851.22
49230464.6
46489.14
15414680306.54
23795.35
4386.67
1547.97
3216753363.04
80537945.05
25635439431.76
138973696.56
865135403.2
624737.71
876565.62
305988.05
65819885.0
1738515098.02
924472807.73
141113146.74
10894043381.72
70910413.56
131017.0
1509570007.93
62309074.14
302440986.9
176473.57
96182023.71
191388.57
23245220.1
19270689.06
388658989.05
208068672.4
70247979.4
99992.75
800556789.74
10049658796.86
310516288.12
324675661.96
5337.18
1356.52
192048734.27
1158950305.05
370932.72
15686895.0
64824928.91
3924389507.38
12479147.72
23422354.74
71943288.71
58640.0
130285611.94
53025980.88
416073189.5
3817430510.06
1545023110.27
9516.29
-200.0
30385409.01
417047681.92
15092055.93
191804325.44
6678934.57
61221342.2
1291129803.95
5250852088.29
10317272.23
211273208.81
58653622.74
242767.18
15139856.23
434800569.39
93975.1
2307731.77
690399308.14
6280269659.1
337122364.35
25640584706.23
414399043.06
471035.2
1280376646.51
49260500.98
1537164985.55
6614219730.94
60663852.03
1693878.0
84128.51
1084135200.64
102256856.57
67211.0
113300012.8
11436.21
42263.95
294928.27
11226372.17
8675.58
2328.53
7127418.5
21169.81
191852615.7
78664515.77
58975754.19
94797087.11
154594.24
185.0
1104546.64
123295595.91
608837.85
566211708.96
96307243.41
8267609057.17
276318360.06
-871.02
41274.0
904.0
6989724802.54
128792718.37
183915636.78
22666286.7
82775496.85
72171416.24
2907.92
14415.01
842182.15
1175.0
109542685.24
18398134.07
14642318.57
7116380.94
128766.44
335917543.42
118672.12
36706205.14
77943289.81
14160268.98
1759877758.45
81815499.7
19390.0
12788.56
105677827.38
7141532.39
15902198.74
83889.01
350.5
26320520.32
15212286.04
23049.09
19466460.63
607115529.27
6947.29
342971800.74
512513849.25
44645412.42
44479495.89
1336.77
4012104289.18
120063.81
8729670601.35
97439.48
28168006.59
83373858.57
95164.29
5952.83
443396.24
71063.95
1689568.6
15834645.16
30348535.66
449412695.33
63385021.05
206291552.83
280314.03
10643813.71
22011523.74
61524208.14
-2940.0
1827855.14
142606.29
59046889.02
24368.15
1632894066.06
15455613.62
220.03
23845637.08
61887163.74
264075788.71
1760.0
35409.8
21289618.52
277729.26
453344.12
65910.0
332130897.87
1616899802.77
63653979.23
1343946156.21
15960781.24
12048257574.1
23014.62
23910188.24
27688901.89
191977278.97
332838.68
65671848.42
6756925660.88
66363500.16
1679532784.78
15998449.92
96235882.04
106557728.78
153537546.78
344908.35
88301490.55
39919743.92
81899.69
169313256.72
60435.16
146337485.73
98365898.42
51078452.99
394832330.93
444095123.59
-107237.6
326198.72
647233.55
866863023.32
62238457.36
286063739.18
13485776396.24
4191229539.52
81931626.45
359920.18
486921222.81
10749181558.89
113166.58
1169851.51
35530742.84
360.0
2059636686.58
92419748.32
360081276.86
24015593.08
5501523794.86
145796.01
1212.0
10119.23
42909.71
381923.0
407800805.76
3994105.79
249958.91
52.0
61604288.92
277342256.82
8369.64
431403105.63
57920400.72
711017193.54
36763584836.4
3038554.1
42826.26
10319619.05
2955130121.4
69482.62
25392116.41
8346470150.6
622.36
95172747.19
864463636.89
52620.46
278478.93
13335506.19
1168721688.2
108629.44
73491.99
63353.83
930683740.42
29319.44
68478047.12
22307131.81
513462024.47
380277009.44
1732550885.72
13572.45
1150945.54
375885064.76
63032086.52
-23892.0
1079347238.58
10187211.97
48052.59
1607.0
148373267.59
122604.42
5519573956.82
335589472.21
2018962573.2
5216052195.33
29587640.46
17116203.53
1002538.23
374202579.52
30266.53
462747.57
23638544.73
45448.15
13346859.22
103505697.24
1154827.13
125975386.67
1699443.95
65317383.29
220407290.76
800000.0
35079.43
716734.42
922992485.38
319705454.05
128667831.13
262110101.29
240.0
1105015682.76
851034309.12
887020668.96
115168.33
236772.08
1781140.79
1068572.13
1187926.28
85752.54
79627.36
195460986.77
39286.17
171724253.97
154472.34
18215647.45
1319934694.51
409766.13
90482569.51
56993.37
105900106.81
8918488.18
14319762.2
639030421.21
5374901581.25
113199083.83
942092440.74
14277103.28
30.0
2881608519.17
66216.23
73999329.14
1330537.24
1270832582.4
635.95
662082.37
1046127375.2
173959733.2
6431580104.11
569648036.42
15361.76
5355.0
132700727.08
3298398.46
66124014.99
201130.97
372820663.13
103742.11
1515.8
182207702.51
7626730381.03
1433763043.32
912952405.6
79748261.68
3628079.31
53304.45
2071161030.37
547.0
124218764.88
715028954.36
145661.01
5097501.13
516347458.01
7560.0
519671886.02
5771.24
27135965.06
98483079.09
153429801.94
1286671.18
17183623.73
2275.0
314264043.15
8891573.02
1144230.2
116629209.97
19227699.83
996485138.78
2668155.1
6022027909.87
7122643759.8
65195359.86
72030906.34
113206038.53
229371.31
8044030.76
488576480.83
212340405.8
90355148.04
97758116.37
448509274.79
440779943.52
435090193.28
86277.0
1933081857.05
3917781218.5
3623717.18
952437827.66
875950503.38
64075221.76
287260464.09
173187875.56
20175395.78
1265268755.15
461581.04
164519.35
462230457.01
51519810.18
8985829.14
70771944.95
17811850.81
6337054786.52
199185961.12
17777192.04
522076079.07
30414467.42
1028110.77
48494005.94
1389290.23
80365377.9
121076671.6
894749762.71
177581809.48
19271.95
3266179848.04
3060513.35
305646434.45
33715491.79
208585924.12
810692.5
5292666012.68
428702.35
58577756.81
1246.85
40981023.61
185.0
323784.84
294636405.65
11021796.64
976498612.63
68127881.29
12664328.66
92638535.15
37335.77
2623461.39
10883490.15
3995281419.24
2766931062.11
799697121.26
562498.64
636934.0
5194.24
55640959.24
470.0
63796708.46
75104.22
54432715.48
6319623.43
2208947.17
157505320.46
4465360201.19
-39.9
70268925.16
479091649.26
7767660544.39
362976955.99
47858921.1
94054511.26
148954893.39
860784246.03
109263679.48
160603367.75
1250.0
55862862.56
58620.0
63710.84
9235.0
6756577683.41
5071123.77
28957.44
111831.16
327931244.42
1280453028.43
1365860665.13
48544.54
248.12
48771611.63
7082382645.67
1552138861.6
53358657.64
2268671631.02
137823772.92
910354.58
12993330.4
66717.23
1470353438.18
355532.06
31994748.93
31193419.67
201095412.17
6958765326.92
17131070.77
460667060.41
153889445.81
5686507648.79
613298.66
95236681.4
933831466.57
50555695.68
2399435362.03
47325.56
116446.49
450.0
6675964506.21
31978341.8
4257425682.91
315097393.88
6020.0
3251290.78
240318933.17
582322.94
1030171409.58
391345412.47
74039753.93
1572019.0
210920764.44
1155855063.96
26811.49
4866117951.89
1684614832.19
1150244410.9
96526.38
10991378.54
96415.79
8595541490.24
4515519330.99
161624653.73
75473052.57
489112.0
879887992.1
1664.72
7302073.48
3638973962.84
1481181509.76
346093449.72
523120426.09
97029939.53
233140527.39
35444.32
1464788.45
41742.83
160882035.33
170999755.12
255316.13
170148419.17
41859998.72
6573377261.64
4949248.54
8909776558.0
7601499766.58
560306.74
13695388101.68
420036035.5
97975820.74
5700.0
30983.01
9990595491.5
6511235849.01
1850401752.21
7921333115.03
4000.0
3592094.87
1579577384.13
328280807.2
355655.22
101894189.04
3246811.61
8432976606.33
12999509.9
1000826.39
21935226.4
1438630988.2
6035421089.92
148447345.76
3000761.08
427160.4
1426009018.1
25451715.89
577381354.81
7584097643.78
45065.72
28647.46
37402796.31
188264552.9
682585764.75
608992.31
261672.12
16981368.95
2826433074.62
57742.74
193399820.34
148131.54
74053.07
451248567.26
5184192788.61
60709515.84
153331.0
12519.56
101039601.46
8341.23
16949109.83
47941.21
342108443.28
28548542.27
45388.93
1245887579.71
18466594.7
123730.26
23522913884.91
1010980698.61
319278683.61
283513.21
156289131.89
81404581.3
204150728.81
55144125.46
65105701.22
2009441161.21
88558285.29
932233101.45
70984982.32
36953576.65
251545.95
165958185.74
35.0
119434511.14
1499477.42
57385.0
91267878.48
1117340.19
54145038.47
41718.16
770014890.26
450922841.68
31604578.89
58878659.23
1689783922.49
67368203.29
30334.16
14000.0
607076134.83
4917.77
25345596.11
9228987.26
45866.11
335790116.89
751851926.72
16144.1
2372.65
14597198.6
8233.0
322603813.5
619814.66
5932969.13
432168.11
14141282.62
231500696.66
9634899.98
15493402.75
113378621.76
19400063.01
1354863118.1
62935.2
808397412.96
252686.2
58518779.18
64063176.21
1135968.92
335107.58
331930551.97
322552268.81
58413505.87
2795719916.06
88116436.06
707898.72
31489652.99
307854561.74
22611564.22
4000.0
511993617.44
1057001909.29
1275099498.82
15932.28
2216.46
33830432.19
258378483.92
135833204.43
177542054.32
208293.58
22094.17
76941462.89
524939901.63
1040.0
53554.04
20000.0
7372400383.75
546047.27
47067660.84
485808984.03
1064302685.5
320476.99
44251943.07
511949356.43
85844789.06
186431544.78
37885432.79
3726630075.21
61713399.42
15522863.33
12400.0
14784406.44
23030679.62
5310955.77
147423.0
9860984.95
6862094.23
921473166.25
64531530.2
3836.2
44742.68
993711979.26
2596653.52
410.0
77375079.84
14015.95
15373755.16
1215284359.58
20721748.81
1620092229.35
79597.07
144143750.0
1125522419.88
661440.84
543.63
10834421173.82
4030890.73
2026132.49
2451223249.95
210789235.53
-61021.0
2623512.86
599632.05
1368214.96
984708544.04
81825.0
1673666.09
280918028.52
70656599.68
7576286624.67
59069341.22
27663.28
1136693183.56
1153380857.74
162502411.34
883815950.07
356913.26
48756785.63
15670.0
24729484.27
47076.05
424325546.69
24916.6
387124324.13
735237239.8
631853.61
24281241367.73
543287358.53
29020964.65
73229328.96
1466669708.71
10700897.85
3356828.7
835327617.78
500.0
191446829.28
212440.5
168544811.93
30425108.0
15000450.93
47799228.22
169333030.18
25048125.68
378530.34
79199148.75
123647264.04
15771450.15
561779499.49
3362.91
1165973800.74
514217340.02
25336657.12
176376834.89
2985010.22
76230867.66
174767943.57
10057027.17
1757899.73
677683072.23
2984752578.8
445949007.27
78033.86
138462590.08
2923.72
119342.98
39797.95
329415007.65
8198278497.13
30845.0
191643010.2
79726541.9
39108988.56
62386075.66
84220518.79
93520214.38
590584496.3
38970755.14
19169.37
417331.56
7160646819.18
4092921267.51
5554913890.59
212880.0
4163380123.75
594914.38
185943474.98
1041616064.19
8063638.17
1017550.91
350.0
65399987.38
2576969178.77
121431.5
60827577.87
228656728.08
1291823226.45
51295241.15
398951064.26
10205.14
411802.91
326213585.43
132884.49
71613.85
14435965.9
27796933273.5
167970990.11
539029.27
17091772.61
492.5
126047766.6
74734199.3
2045.67
24130035.1
2632761578.25
5793500.51
215.0
691744817.09
93993.8
166584997.55
12101554175.44
191102765.5
-155.65
801969.41
542329494.47
412826354.04
60354784.76
158850698.59
22640536.76
6726180973.14
18692376.68
4080836521.64
38104371.92
19260.0
18737434.39
100769.0
45824548.22
458544.04
774293323.65
21098847363.09
61238804.88
1861987.61
655767.51
6400209.32
3808800201.4
13837809.62
1261.77
2578954.05
1058998972.99
2526.67
342041663.15
9973249.46
7733.57
291372432.64
17874469.46
3154862991.15
1479936204.84
294303.65
22510115.13
19962984.75
2149202679.39
76716469.09
256844.22
66026.91
6146333859.49
908850.3
3654222769.19
920887002.45
3470.69
-1585.49
37674405.59
9113165.41
1550789.57
1640.0
77099.45
18874563.95
10971.6
180449495.43
35.0
2586429482.01
2004869851.68
800187744.16
1332314327.92
51485874.19
56142201.25
3231869.79
22581387.98
5229.9
1029015031.18
283643.27
385445236.33
3898900333.16
27109421.07
202529.97
159441035.12
73738933.16
2903919.33
13543.07
86804093.67
30926.15
53742386.94
357822803.16
2531013265.56
6823979.45
72045092.85
99548942.28
15370190.39
330528505.18
26688.18
69595182.15
986905540.78
142302179.56
875506477.34
-35023.0
79238803.51
150250.0
688693207.71
1437651166.82
427234735.72
533.0
468443.74
129961757.41
12192718776.28
122714.0
2781533.85
1549770881.02
1372322718.07
155521391.87
24568.79
16760217.79
13376.0
61860104.8
13256959.61
140341.9
124288216.78
89130284.08
9358317.09
-6533398.19
111909275.78
9905032.91
16300039.76
730859.13
46497.39
52050032.88
3497742054.09
500444393.73
54176273.25
1935432494.89
142631529.54
4180111.35
209010654.18
2230.83
4095.0
40203.33
5182517.73
45154920.83
14681777.31
1939.63
12865244.77
398932373.46
570437.92
3992925078.24
254342766.93
6283191297.37
38729569.91
665694746.3
117522.37
3835759.45
99039263.8
3049223229.0
121546849.48
923036081.6
1072617763.54
200353.18
7759630310.35
2070589659.72
5120.0
116.0
3243575144.26
58425540.88
2627069106.06
196482337.53
110982596.66
40947643.09
16030.0
1108019.79
150480905.47
14813709.42
2465650.26
7975.65
24617637.93
64820677.51
1014703.66
9344759.68
1747513913.47
13367450.59
11042541.51
115190348.15
6997515933.03
526589607.32
8161.12
157905907.89
111812251.88
21819087.22
120249667.3
249974.96
605.26
59490215.12
2099051.56
41847579.55
838301191.74
538145481.7
167970.0
220225406.4
25321519.03
7982.97
224505175.97
55180514.16
35341.98
87910.74
152020.0
7724135826.5
127133.36
4815506322.72
486071604.77
8177.38
814129.75
3656244181.86
9499.64
52243.24
7828055.84
72696498.75
4449318937.27
48803125.95
17043329.2
56514003.42
1056167.69
83936030.25
102757482.0
15374459.28
1913076356.17
4375382752.47
18583201.56
1195975977.92
169958179.95
47701.37
1106667069.66
54456232.96
137292.73
115860.0
623467558.34
69088614.32
1039229956.41
29252928.74
17946.37
75281.82
80358981.83
73632841.3
4115907962.89
323879203.04
1674379001.94
13653426.07
413.0
10363.54
79977808.64
21428403.07
318608.31
317353900.42
72590.0
487137487.7
12804.91
13031473822.57
61502.08
271894627.12
658050720.31
1779777875.37
68670458.03
126666483.12
1447025325.72
210089341.03
7663939692.57
88652787.6
13907507.0
52194487478.15
145037412.4
12924851328.73
6044661325.0
80987.25
1001316739.5
315552574.87
2822925.7
300287995.46
258883869.78
21642183.85
275097769.8
1438171762.68
9684.01
6004306609.56
7644302.85
10706.33
4500.0
773078685.04
3345776177.88
87631295.29
1007.5
35174.12
203436.09
145549.0
56954365.48
111337646.26
115800959.47
766305005.18
